azimuth_deg,elevation_deg,element_index,amplitude,phase_deg
25.0,130.0,6,0.83313,17.51861
25.0,135.0,0,0.89457,7.50821
25.0,135.0,1,0.91985,14.9778
25.0,135.0,2,0.9175,5.52308
25.0,135.0,3,0.83903,24.30247
25.0,135.0,4,0.92919,6.40273
25.0,135.0,5,0.78498,23.47693
25.0,135.0,6,0.82301,18.24565
25.0,140.0,0,0.86717,6.07233
25.0,140.0,1,0.90052,15.17494
25.0,140.0,2,0.88837,3.21697
25.0,140.0,3,0.82822,22.73666
25.0,140.0,4,0.90221,8.85416
25.0,140.0,5,0.74572,20.93792
25.0,140.0,6,0.83456,20.18465
25.0,145.0,0,0.84673,5.99639
25.0,145.0,1,0.88466,14.20251
25.0,145.0,2,0.84126,4.58966
25.0,145.0,3,0.80696,25.55275
25.0,145.0,4,0.86004,8.83583
25.0,145.0,5,0.71921,25.86156
25.0,145.0,6,0.81999,19.4869
25.0,150.0,0,0.81647,6.03754
25.0,150.0,1,0.84622,13.33895
25.0,150.0,2,0.8036,5.26449
25.0,150.0,3,0.80396,24.20937
25.0,150.0,4,0.80459,10.12024
25.0,150.0,5,0.70409,27.98455
25.0,150.0,6,0.78425,22.30609
25.0,155.0,0,0.78935,3.27097
25.0,155.0,1,0.81352,12.57706
25.0,155.0,2,0.75814,3.9488
25.0,155.0,3,0.78429,26.25656
25.0,155.0,4,0.76007,11.87761
25.0,155.0,5,0.70962,27.09822
25.0,155.0,6,0.73872,23.21824
25.0,160.0,0,0.76426,3.38174
25.0,160.0,1,0.78527,14.50394
25.0,160.0,2,0.72849,6.22267
25.0,160.0,3,0.7542,24.39918
25.0,160.0,4,0.70393,9.65532
25.0,160.0,5,0.68979,27.69251
25.0,160.0,6,0.68049,23.41433
25.0,165.0,0,0.74532,4.97968
25.0,165.0,1,0.7495,12.15151
25.0,165.0,2,0.70146,4.8932
25.0,165.0,3,0.72162,26.58085
25.0,165.0,4,0.66786,11.66691
25.0,165.0,5,0.67634,29.05618
25.0,165.0,6,0.62616,24.80735
25.0,170.0,0,0.70777,3.00902
25.0,170.0,1,0.70168,13.03939
25.0,170.0,2,0.68348,4.34215
25.0,170.0,3,0.67792,25.38616
25.0,170.0,4,0.63411,12.16778
25.0,170.0,5,0.62758,30.19325
25.0,170.0,6,0.5825,24.13081
25.0,175.0,0,0.6864,-0.29505
25.0,175.0,1,0.66458,11.1263
25.0,175.0,2,0.65823,5.17424
25.0,175.0,3,0.62875,27.57921
25.0,175.0,4,0.61953,14.67718
25.0,175.0,5,0.59078,30.0023
25.0,175.0,6,0.56915,25.56833
25.0,180.0,0,0.65237,0.36396
25.0,180.0,1,0.61261,9.52286
25.0,180.0,2,0.63094,5.56393
25.0,180.0,3,0.58298,27.78088
25.0,180.0,4,0.60635,13.77394
25.0,180.0,5,0.52342,32.56068
25.0,180.0,6,0.54887,25.58846
30.0,0.0,0,0.65165,25.92407
30.0,0.0,1,0.59066,35.82768
30.0,0.0,2,0.61626,23.84662
30.0,0.0,3,0.56213,35.65563
30.0,0.0,4,0.59475,11.24175
30.0,0.0,5,0.52422,16.85553
30.0,0.0,6,0.55886,4.22911
30.0,5.0,0,0.6941,25.04253
30.0,5.0,1,0.64552,35.97841
30.0,5.0,2,0.66291,22.19388
30.0,5.0,3,0.61346,35.71631
30.0,5.0,4,0.64223,10.52966
30.0,5.0,5,0.56987,16.89823
30.0,5.0,6,0.62191,2.92322
30.0,10.0,0,0.72723,22.92569
30.0,10.0,1,0.69269,34.62889
30.0,10.0,2,0.71544,22.01032
30.0,10.0,3,0.66381,35.03146
30.0,10.0,4,0.68645,8.4946
30.0,10.0,5,0.62351,14.84559
30.0,10.0,6,0.66102,4.29855
30.0,15.0,0,0.78039,24.69303
30.0,15.0,1,0.73205,36.67005
30.0,15.0,2,0.75416,21.80536
30.0,15.0,3,0.69963,33.12492
30.0,15.0,4,0.73698,9.41782
30.0,15.0,5,0.65836,14.70909
30.0,15.0,6,0.69505,2.69757
30.0,20.0,0,0.80818,23.20973
30.0,20.0,1,0.77284,32.38979
30.0,20.0,2,0.79316,23.20421
30.0,20.0,3,0.73802,32.72642
30.0,20.0,4,0.76032,8.59843
30.0,20.0,5,0.68114,16.33114
30.0,20.0,6,0.70963,4.0257
30.0,25.0,0,0.84971,23.46643
30.0,25.0,1,0.8111,34.73258
30.0,25.0,2,0.8308,19.72639
30.0,25.0,3,0.76628,32.91014
30.0,25.0,4,0.77565,7.85138
30.0,25.0,5,0.69297,13.72029
30.0,25.0,6,0.71204,2.05154
30.0,30.0,0,0.89285,23.84063
30.0,30.0,1,0.84339,31.72073
30.0,30.0,2,0.85892,19.95379
30.0,30.0,3,0.7768,32.88504
30.0,30.0,4,0.78771,7.93996
30.0,30.0,5,0.70211,14.08428
30.0,30.0,6,0.72234,3.6628
30.0,35.0,0,0.91962,22.82154
30.0,35.0,1,0.87148,31.35807
30.0,35.0,2,0.86912,18.75735
30.0,35.0,3,0.79161,31.14539
30.0,35.0,4,0.80629,8.27255
30.0,35.0,5,0.719,14.79601
30.0,35.0,6,0.74924,3.85125
30.0,40.0,0,0.94933,23.33706
30.0,40.0,1,0.896,31.43741
30.0,40.0,2,0.88772,18.65743
30.0,40.0,3,0.79515,29.60599
30.0,40.0,4,0.812,8.53233
30.0,40.0,5,0.74203,16.22066
30.0,40.0,6,0.79207,3.0791
30.0,45.0,0,0.9741,21.55238
30.0,45.0,1,0.91162,30.12677
30.0,45.0,2,0.90154,17.62247
30.0,45.0,3,0.81853,31.35873
30.0,45.0,4,0.83057,6.4956
30.0,45.0,5,0.77897,14.78155
30.0,45.0,6,0.83926,4.56008
30.0,50.0,0,0.99033,21.01161
30.0,50.0,1,0.92796,29.87352
30.0,50.0,2,0.90974,15.88588
30.0,50.0,3,0.84212,30.00593
30.0,50.0,4,0.86147,4.97604
30.0,50.0,5,0.82499,13.69733
30.0,50.0,6,0.87949,5.67552
30.0,55.0,0,1.02702,19.61872
30.0,55.0,1,0.92908,28.3217
30.0,55.0,2,0.92529,14.94417
30.0,55.0,3,0.84626,27.47219
30.0,55.0,4,0.89871,6.6702
30.0,55.0,5,0.86407,16.03124
30.0,55.0,6,0.92444,6.07633
30.0,60.0,0,1.0335,20.25721
30.0,60.0,1,0.94607,26.01241
30.0,60.0,2,0.93279,16.28678
30.0,60.0,3,0.87957,28.29601
30.0,60.0,4,0.93722,4.14263
30.0,60.0,5,0.90448,13.55858
30.0,60.0,6,0.94179,7.17776
30.0,65.0,0,1.03736,19.57696
30.0,65.0,1,0.95702,27.65469
30.0,65.0,2,0.94334,14.98701
30.0,65.0,3,0.90737,26.4451
30.0,65.0,4,0.96256,4.66487
30.0,65.0,5,0.92365,17.22544
30.0,65.0,6,0.94036,6.14385
30.0,70.0,0,1.05989,18.75283
30.0,70.0,1,0.95269,25.82673
30.0,70.0,2,0.95679,13.557
30.0,70.0,3,0.93174,25.51354
30.0,70.0,4,0.99912,2.71679
30.0,70.0,5,0.92305,13.01314
30.0,70.0,6,0.91904,9.13044
30.0,75.0,0,1.06227,17.5257
30.0,75.0,1,0.9612,26.16194
30.0,75.0,2,0.96892,11.91148
30.0,75.0,3,0.9506,27.24835
30.0,75.0,4,1.01406,3.52383
30.0,75.0,5,0.90832,16.84286
30.0,75.0,6,0.90199,7.50049
30.0,80.0,0,1.05544,17.17826
30.0,80.0,1,0.96016,25.39908
30.0,80.0,2,0.98556,10.8439
30.0,80.0,3,0.98242,25.60385
30.0,80.0,4,1.02141,3.30535
30.0,80.0,5,0.90553,17.02139
30.0,80.0,6,0.90667,8.51293
30.0,85.0,0,1.05962,17.23471
30.0,85.0,1,0.96496,25.35049
30.0,85.0,2,1.01121,9.60899
30.0,85.0,3,1.00246,25.97777
30.0,85.0,4,1.00295,3.85364
30.0,85.0,5,0.88913,15.72028
30.0,85.0,6,0.9283,8.26592
30.0,90.0,0,1.05774,15.87664
30.0,90.0,1,0.96584,21.96278
30.0,90.0,2,1.01677,10.2337
30.0,90.0,3,1.00441,26.67071
30.0,90.0,4,0.98923,4.556
30.0,90.0,5,0.87461,18.17936
30.0,90.0,6,0.95936,10.39532
30.0,95.0,0,1.04526,15.80183
30.0,95.0,1,0.96004,22.64216
30.0,95.0,2,1.03413,9.63702
30.0,95.0,3,0.99976,24.8695
30.0,95.0,4,0.96005,3.77601
30.0,95.0,5,0.8825,17.39978
30.0,95.0,6,0.98617,11.71004
30.0,100.0,0,1.03517,14.68209
30.0,100.0,1,0.95421,21.91137
30.0,100.0,2,1.04238,7.92585
30.0,100.0,3,0.98282,24.57136
30.0,100.0,4,0.94416,5.55826
30.0,100.0,5,0.90243,17.27344
30.0,100.0,6,0.99138,11.71151
30.0,105.0,0,1.0176,12.135
30.0,105.0,1,0.95968,19.36545
30.0,105.0,2,1.04517,8.60711
30.0,105.0,3,0.96239,24.16423
30.0,105.0,4,0.93276,5.37161
30.0,105.0,5,0.91175,19.20816
30.0,105.0,6,0.98169,12.41143
30.0,110.0,0,1.00891,11.67622
30.0,110.0,1,0.95723,19.05377
30.0,110.0,2,1.02731,7.391
30.0,110.0,3,0.925,25.35189
30.0,110.0,4,0.92706,4.17573
30.0,110.0,5,0.93517,19.68732
30.0,110.0,6,0.95248,13.6472
30.0,115.0,0,0.98671,13.42378
30.0,115.0,1,0.95879,18.93718
30.0,115.0,2,1.02844,4.90245
30.0,115.0,3,0.89879,23.51014
30.0,115.0,4,0.93019,6.44639
30.0,115.0,5,0.92344,21.22133
30.0,115.0,6,0.89773,13.34382
30.0,120.0,0,0.96656,11.70669
30.0,120.0,1,0.94131,18.28931
30.0,120.0,2,0.99907,6.86095
30.0,120.0,3,0.87146,22.52361
30.0,120.0,4,0.9308,5.19024
30.0,120.0,5,0.90095,21.46994
30.0,120.0,6,0.87705,15.76633
30.0,125.0,0,0.9433,8.68706
30.0,125.0,1,0.93922,16.33637
30.0,125.0,2,0.96822,5.7623
30.0,125.0,3,0.84837,23.85153
30.0,125.0,4,0.92908,4.96816
30.0,125.0,5,0.86597,20.99303
30.0,125.0,6,0.8384,16.07566
30.0,130.0,0,0.91337,10.27477
30.0,130.0,1,0.93123,19.01263
30.0,130.0,2,0.94131,4.91285
30.0,130.0,3,0.83875,22.26355
30.0,130.0,4,0.92816,6.52947
30.0,130.0,5,0.81998,22.67277
30.0,130.0,6,0.84404,15.26806
30.0,135.0,0,0.88168,9.54156
30.0,135.0,1,0.9162,16.94483
30.0,135.0,2,0.90806,5.40818
30.0,135.0,3,0.8125,22.35769
30.0,135.0,4,0.9129,7.03478
30.0,135.0,5,0.777,21.80549
30.0,135.0,6,0.83513,15.08641
30.0,140.0,0,0.86784,7.34936
30.0,140.0,1,0.89284,14.7274
30.0,140.0,2,0.86381,4.94075
30.0,140.0,3,0.80119,23.18736
30.0,140.0,4,0.87655,8.62622
30.0,140.0,5,0.74306,22.72601
30.0,140.0,6,0.84061,18.95494
30.0,145.0,0,0.84146,8.59358
30.0,145.0,1,0.86578,15.48494
30.0,145.0,2,0.82676,5.7535
30.0,145.0,3,0.79693,25.59898
30.0,145.0,4,0.84091,9.21019
30.0,145.0,5,0.70665,24.06456
30.0,145.0,6,0.82862,18.21912
30.0,150.0,0,0.82002,6.59722
30.0,150.0,1,0.84025,14.67196
30.0,150.0,2,0.78548,5.78681
30.0,150.0,3,0.7783,25.27441
30.0,150.0,4,0.78173,9.70101
30.0,150.0,5,0.70191,23.42881
30.0,150.0,6,0.79109,19.65255
30.0,155.0,0,0.78675,6.34372
30.0,155.0,1,0.81576,15.90414
30.0,155.0,2,0.75068,6.24334
30.0,155.0,3,0.77068,25.15415
30.0,155.0,4,0.73812,11.01026
30.0,155.0,5,0.69726,25.3807
30.0,155.0,6,0.74343,18.60167
30.0,160.0,0,0.76528,4.64664
30.0,160.0,1,0.77074,16.64929
30.0,160.0,2,0.71666,3.90063
30.0,160.0,3,0.73748,26.39826
30.0,160.0,4,0.68858,11.03913
30.0,160.0,5,0.68455,26.99658
30.0,160.0,6,0.67495,20.44474
30.0,165.0,0,0.73701,4.78147
30.0,165.0,1,0.73191,15.16188
30.0,165.0,2,0.69265,5.19794
30.0,165.0,3,0.705,27.15699
30.0,165.0,4,0.64525,11.49003
30.0,165.0,5,0.66197,25.84019
30.0,165.0,6,0.63263,23.13119
30.0,170.0,0,0.6951,2.8816
30.0,170.0,1,0.69519,15.52923
30.0,170.0,2,0.6659,7.50254
30.0,170.0,3,0.66244,26.96474
30.0,170.0,4,0.63058,12.05055
30.0,170.0,5,0.62425,28.25659
30.0,170.0,6,0.58654,21.39917
30.0,175.0,0,0.67465,5.01974
30.0,175.0,1,0.645,12.92934
30.0,175.0,2,0.63418,5.06576
30.0,175.0,3,0.61015,26.00513
30.0,175.0,4,0.60762,12.93846
30.0,175.0,5,0.57997,28.42765
30.0,175.0,6,0.56625,21.48156
30.0,180.0,0,0.64711,2.05443
30.0,180.0,1,0.60255,12.33329
30.0,180.0,2,0.62521,5.33426
30.0,180.0,3,0.55913,28.14973
30.0,180.0,4,0.5861,13.37164
30.0,180.0,5,0.51487,30.06797
30.0,180.0,6,0.55309,25.37125
35.0,0.0,0,0.65141,25.83856
35.0,0.0,1,0.58323,38.05222
35.0,0.0,2,0.61332,23.86157
35.0,0.0,3,0.53518,37.35118
35.0,0.0,4,0.5884,11.69549
35.0,0.0,5,0.52231,15.18826
35.0,0.0,6,0.58728,0.71102
35.0,5.0,0,0.6917,26.74033
35.0,5.0,1,0.64025,35.75097
35.0,5.0,2,0.6529,24.68864
35.0,5.0,3,0.59452,36.56543
35.0,5.0,4,0.63311,9.47187
35.0,5.0,5,0.57847,14.84201
35.0,5.0,6,0.64386,2.49584
35.0,10.0,0,0.73262,25.05429
35.0,10.0,1,0.68155,37.98199
35.0,10.0,2,0.69516,23.51753
35.0,10.0,3,0.63432,37.18012
35.0,10.0,4,0.68771,10.94251
35.0,10.0,5,0.63516,15.13256
35.0,10.0,6,0.69215,0.95762
35.0,15.0,0,0.78097,27.05463
35.0,15.0,1,0.71916,35.41403
35.0,15.0,2,0.74283,22.92732
35.0,15.0,3,0.69401,32.61666
35.0,15.0,4,0.71981,7.1447
35.0,15.0,5,0.66659,14.48512
35.0,15.0,6,0.73062,2.57708
35.0,20.0,0,0.81567,25.43989
35.0,20.0,1,0.77138,36.44168
35.0,20.0,2,0.77907,21.30602
35.0,20.0,3,0.72362,32.3866
35.0,20.0,4,0.74775,9.03988
35.0,20.0,5,0.69082,13.79516
35.0,20.0,6,0.73498,1.63813
35.0,25.0,0,0.84775,25.8651
35.0,25.0,1,0.7901,35.46193
35.0,25.0,2,0.81175,20.86192
35.0,25.0,3,0.74604,33.19281
35.0,25.0,4,0.78098,7.15472
35.0,25.0,5,0.69659,13.7719
35.0,25.0,6,0.73772,0.36726
35.0,30.0,0,0.8819,24.79156
35.0,30.0,1,0.83771,34.86586
35.0,30.0,2,0.82989,18.17206
35.0,30.0,3,0.77253,31.59386
35.0,30.0,4,0.77103,6.73523
35.0,30.0,5,0.71449,14.1449
35.0,30.0,6,0.7599,3.70803
35.0,35.0,0,0.91484,25.92065
35.0,35.0,1,0.85219,33.93303
35.0,35.0,2,0.86199,19.69885
35.0,35.0,3,0.77959,33.18548
35.0,35.0,4,0.78578,6.24295
35.0,35.0,5,0.72205,13.39919
35.0,35.0,6,0.77916,2.58849
35.0,40.0,0,0.93952,24.9809
35.0,40.0,1,0.88065,31.44756
35.0,40.0,2,0.87984,17.84051
35.0,40.0,3,0.78583,31.06882
35.0,40.0,4,0.79964,5.5396
35.0,40.0,5,0.74354,13.74279
35.0,40.0,6,0.816,3.8395
35.0,45.0,0,0.96835,25.27945
35.0,45.0,1,0.9048,32.64489
35.0,45.0,2,0.88761,16.45834
35.0,45.0,3,0.79755,30.31816
35.0,45.0,4,0.82879,5.39726
35.0,45.0,5,0.78271,13.93007
35.0,45.0,6,0.8719,3.38095
35.0,50.0,0,0.98974,22.62023
35.0,50.0,1,0.91807,30.70774
35.0,50.0,2,0.9093,15.79954
35.0,50.0,3,0.81396,28.33197
35.0,50.0,4,0.85466,7.31142
35.0,50.0,5,0.81815,13.28085
35.0,50.0,6,0.91483,4.04288
35.0,55.0,0,1.01187,23.19709
35.0,55.0,1,0.92399,31.41185
35.0,55.0,2,0.91172,15.63114
35.0,55.0,3,0.82146,27.98625
35.0,55.0,4,0.88762,4.16011
35.0,55.0,5,0.87971,12.05017
35.0,55.0,6,0.96163,4.2777
35.0,60.0,0,1.03414,21.46923
35.0,60.0,1,0.93121,29.99537
35.0,60.0,2,0.92607,15.09187
35.0,60.0,3,0.863,28.094
35.0,60.0,4,0.92324,5.40914
35.0,60.0,5,0.91388,13.68071
35.0,60.0,6,0.96955,4.98402
35.0,65.0,0,1.04972,21.50336
35.0,65.0,1,0.94158,29.56039
35.0,65.0,2,0.92036,14.49443
35.0,65.0,3,0.88196,26.72967
35.0,65.0,4,0.96797,4.96766
35.0,65.0,5,0.93076,14.86134
35.0,65.0,6,0.9553,5.8711
35.0,70.0,0,1.04824,21.5726
35.0,70.0,1,0.95489,28.0724
35.0,70.0,2,0.93746,12.33134
35.0,70.0,3,0.91028,25.89108
35.0,70.0,4,0.98611,3.45225
35.0,70.0,5,0.93173,13.46183
35.0,70.0,6,0.94612,5.33362
35.0,75.0,0,1.06258,20.04671
35.0,75.0,1,0.94729,27.2989
35.0,75.0,2,0.95752,12.28163
35.0,75.0,3,0.93672,25.60872
35.0,75.0,4,1.00372,5.40609
35.0,75.0,5,0.92,14.01353
35.0,75.0,6,0.93683,6.76859
35.0,80.0,0,1.06394,19.31357
35.0,80.0,1,0.94888,27.59729
35.0,80.0,2,0.97917,12.09423
35.0,80.0,3,0.95874,26.08952
35.0,80.0,4,1.00244,5.64287
35.0,80.0,5,0.91223,13.64222
35.0,80.0,6,0.94384,6.11482
35.0,85.0,0,1.05281,20.04614
35.0,85.0,1,0.94468,23.51012
35.0,85.0,2,0.98368,11.80176
35.0,85.0,3,0.97962,24.41949
35.0,85.0,4,0.98921,3.90524
35.0,85.0,5,0.8888,15.86656
35.0,85.0,6,0.94824,8.34947
35.0,90.0,0,1.04792,18.24617
35.0,90.0,1,0.95259,24.98097
35.0,90.0,2,0.99912,11.51659
35.0,90.0,3,0.97803,25.54981
35.0,90.0,4,0.98039,3.89459
35.0,90.0,5,0.88807,15.90363
35.0,90.0,6,0.98544,9.29986
35.0,95.0,0,1.04199,17.10226
35.0,95.0,1,0.96203,23.0747
35.0,95.0,2,1.01176,10.7478
35.0,95.0,3,0.98472,25.70002
35.0,95.0,4,0.96462,5.90098
35.0,95.0,5,0.89103,17.13802
35.0,95.0,6,1.00413,9.6081
35.0,100.0,0,1.02581,16.82741
35.0,100.0,1,0.95277,23.49868
35.0,100.0,2,1.02352,9.10524
35.0,100.0,3,0.96966,25.83646
35.0,100.0,4,0.93858,3.00003
35.0,100.0,5,0.90906,17.75917
35.0,100.0,6,1.01736,9.68903
35.0,105.0,0,1.02005,16.95933
35.0,105.0,1,0.94505,21.22454
35.0,105.0,2,1.02435,7.8096
35.0,105.0,3,0.94361,22.95199
35.0,105.0,4,0.93364,4.62487
35.0,105.0,5,0.92383,18.22465
35.0,105.0,6,1.00921,11.20967
35.0,110.0,0,1.00285,14.25581
35.0,110.0,1,0.95641,20.16687
35.0,110.0,2,1.0177,7.6996
35.0,110.0,3,0.90876,25.19242
35.0,110.0,4,0.92843,6.5607
35.0,110.0,5,0.9369,16.41187
35.0,110.0,6,0.96718,10.64808
35.0,115.0,0,0.9775,14.36096
35.0,115.0,1,0.94501,20.60285
35.0,115.0,2,0.99904,8.77995
35.0,115.0,3,0.88398,22.35818
35.0,115.0,4,0.92493,4.8306
35.0,115.0,5,0.94012,17.35232
35.0,115.0,6,0.93689,12.12067
35.0,120.0,0,0.95096,11.73977
35.0,120.0,1,0.93035,19.64452
35.0,120.0,2,0.99137,8.11955
35.0,120.0,3,0.86354,24.71875
35.0,120.0,4,0.93306,6.15003
35.0,120.0,5,0.9123,20.01311
35.0,120.0,6,0.895,13.46584
35.0,125.0,0,0.93606,12.0722
35.0,125.0,1,0.92444,19.01381
35.0,125.0,2,0.95617,8.32804
35.0,125.0,3,0.82873,23.27303
35.0,125.0,4,0.92925,5.96488
35.0,125.0,5,0.87031,20.1934
35.0,125.0,6,0.87463,14.20237
35.0,130.0,0,0.9216,13.13931
35.0,130.0,1,0.92244,18.40596
35.0,130.0,2,0.91871,5.96188
35.0,130.0,3,0.81339,22.73935
35.0,130.0,4,0.92285,6.40426
35.0,130.0,5,0.82713,21.32278
35.0,130.0,6,0.86619,12.96552
35.0,135.0,0,0.88396,11.97548
35.0,135.0,1,0.90064,19.34353
35.0,135.0,2,0.88633,7.04973
35.0,135.0,3,0.79552,24.75596
35.0,135.0,4,0.90698,7.63752
35.0,135.0,5,0.7868,21.79125
35.0,135.0,6,0.85759,16.31744
35.0,140.0,0,0.87096,9.06539
35.0,140.0,1,0.88675,16.3152
35.0,140.0,2,0.84685,6.99278
35.0,140.0,3,0.77566,25.03058
35.0,140.0,4,0.87194,8.84935
35.0,140.0,5,0.74326,22.28692
35.0,140.0,6,0.86724,16.55209
35.0,145.0,0,0.83625,10.30471
35.0,145.0,1,0.85203,16.57273
35.0,145.0,2,0.80965,5.69661
35.0,145.0,3,0.78139,24.32206
35.0,145.0,4,0.82636,9.09156
35.0,145.0,5,0.73011,23.04903
35.0,145.0,6,0.85874,16.78375
35.0,150.0,0,0.81418,8.37999
35.0,150.0,1,0.83396,16.95924
35.0,150.0,2,0.76603,5.83138
35.0,150.0,3,0.76316,25.65153
35.0,150.0,4,0.7924,9.32544
35.0,150.0,5,0.71663,26.03773
35.0,150.0,6,0.8173,17.30263
35.0,155.0,0,0.79286,6.24146
35.0,155.0,1,0.80509,16.02406
35.0,155.0,2,0.73788,6.78713
35.0,155.0,3,0.73762,26.5448
35.0,155.0,4,0.73115,7.75777
35.0,155.0,5,0.69181,25.05525
35.0,155.0,6,0.76786,18.84759
35.0,160.0,0,0.76065,5.97109
35.0,160.0,1,0.75945,16.94668
35.0,160.0,2,0.69049,3.84312
35.0,160.0,3,0.72644,26.4984
35.0,160.0,4,0.69033,11.53534
35.0,160.0,5,0.69582,26.00849
35.0,160.0,6,0.70119,18.73485
35.0,165.0,0,0.73724,6.52098
35.0,165.0,1,0.72628,16.97182
35.0,165.0,2,0.67322,8.62533
35.0,165.0,3,0.68382,26.48328
35.0,165.0,4,0.64733,12.33556
35.0,165.0,5,0.66905,27.44354
35.0,165.0,6,0.64575,20.77857
35.0,170.0,0,0.70989,5.89206
35.0,170.0,1,0.68021,15.39524
35.0,170.0,2,0.64412,8.6757
35.0,170.0,3,0.64555,26.91517
35.0,170.0,4,0.61547,12.77575
35.0,170.0,5,0.63285,26.20812
35.0,170.0,6,0.61996,20.53859
35.0,175.0,0,0.67532,3.40693
35.0,175.0,1,0.63834,15.89461
35.0,175.0,2,0.62902,7.41656
35.0,175.0,3,0.58723,29.33591
35.0,175.0,4,0.59844,12.75132
35.0,175.0,5,0.59008,28.53092
35.0,175.0,6,0.59606,21.25146
35.0,180.0,0,0.65002,4.37941
35.0,180.0,1,0.59358,14.70623
35.0,180.0,2,0.60661,7.28219
35.0,180.0,3,0.54752,29.15262
35.0,180.0,4,0.58173,15.08011
35.0,180.0,5,0.52889,31.98376
35.0,180.0,6,0.59113,23.64348
40.0,0.0,0,0.63975,27.79894
40.0,0.0,1,0.58141,39.1877
40.0,0.0,2,0.59262,26.19509
40.0,0.0,3,0.52913,38.95109
40.0,0.0,4,0.58589,11.44032
40.0,0.0,5,0.55116,14.85628
40.0,0.0,6,0.62108,1.89006
40.0,5.0,0,0.68649,28.69216
40.0,5.0,1,0.63241,36.95606
40.0,5.0,2,0.63486,23.90728
40.0,5.0,3,0.58819,34.49377
40.0,5.0,4,0.63724,9.95535
40.0,5.0,5,0.60627,12.48739
40.0,5.0,6,0.68957,-0.70176
40.0,10.0,0,0.72599,29.04296
40.0,10.0,1,0.66737,37.12462
40.0,10.0,2,0.68068,23.6986
40.0,10.0,3,0.63476,36.32385
40.0,10.0,4,0.68721,9.38898
40.0,10.0,5,0.64758,13.91578
40.0,10.0,6,0.73324,0.99497
40.0,15.0,0,0.76094,26.85165
40.0,15.0,1,0.70379,36.9337
40.0,15.0,2,0.73411,21.72858
40.0,15.0,3,0.67755,33.63533
40.0,15.0,4,0.73207,7.85347
40.0,15.0,5,0.68282,12.68987
40.0,15.0,6,0.75686,-0.58373
40.0,20.0,0,0.80386,28.01892
40.0,20.0,1,0.75348,36.10647
40.0,20.0,2,0.76864,22.69755
40.0,20.0,3,0.71596,35.19789
40.0,20.0,4,0.76406,7.4005
40.0,20.0,5,0.71549,12.80787
40.0,20.0,6,0.77308,0.68154
40.0,25.0,0,0.84518,27.19381
40.0,25.0,1,0.79213,35.50407
40.0,25.0,2,0.79517,20.63356
40.0,25.0,3,0.72915,33.40615
40.0,25.0,4,0.7778,7.00882
40.0,25.0,5,0.71906,14.1256
40.0,25.0,6,0.77426,-0.41306
40.0,30.0,0,0.87846,27.69467
40.0,30.0,1,0.82069,36.74823
40.0,30.0,2,0.82886,21.08584
40.0,30.0,3,0.74493,30.97329
40.0,30.0,4,0.79097,7.89512
40.0,30.0,5,0.73338,13.26177
40.0,30.0,6,0.78655,0.47007
40.0,35.0,0,0.90821,27.37868
40.0,35.0,1,0.85086,33.50917
40.0,35.0,2,0.83901,20.40506
40.0,35.0,3,0.76313,32.66785
40.0,35.0,4,0.79349,5.05838
40.0,35.0,5,0.74069,11.63615
40.0,35.0,6,0.80671,1.35091
40.0,40.0,0,0.93862,25.14751
40.0,40.0,1,0.86067,34.424
40.0,40.0,2,0.8619,17.09829
40.0,40.0,3,0.78259,29.93351
40.0,40.0,4,0.81469,5.77771
40.0,40.0,5,0.76459,12.9012
40.0,40.0,6,0.85707,-0.19821
40.0,45.0,0,0.97003,26.33182
40.0,45.0,1,0.88995,32.0767
40.0,45.0,2,0.86977,19.35627
40.0,45.0,3,0.79277,29.91896
40.0,45.0,4,0.83548,5.9039
40.0,45.0,5,0.80963,13.01378
40.0,45.0,6,0.90485,1.39367
40.0,50.0,0,0.99543,24.89958
40.0,50.0,1,0.90697,29.86784
40.0,50.0,2,0.87703,16.22354
40.0,50.0,3,0.81147,26.98691
40.0,50.0,4,0.85645,5.75642
40.0,50.0,5,0.8477,12.04994
40.0,50.0,6,0.95357,-0.16199
40.0,55.0,0,1.01058,25.94454
40.0,55.0,1,0.92226,31.58759
40.0,55.0,2,0.89176,17.71728
40.0,55.0,3,0.81726,28.55642
40.0,55.0,4,0.89681,3.32569
40.0,55.0,5,0.89358,13.10411
40.0,55.0,6,0.99766,1.23346
40.0,60.0,0,1.03177,25.89723
40.0,60.0,1,0.93011,30.84338
40.0,60.0,2,0.90173,14.70165
40.0,60.0,3,0.85222,26.25285
40.0,60.0,4,0.92942,3.7717
40.0,60.0,5,0.93289,12.00432
40.0,60.0,6,1.00778,0.98417
40.0,65.0,0,1.02891,23.35537
40.0,65.0,1,0.92539,30.56273
40.0,65.0,2,0.91608,15.8375
40.0,65.0,3,0.86759,26.28688
40.0,65.0,4,0.96345,4.10407
40.0,65.0,5,0.95211,13.3241
40.0,65.0,6,0.99377,5.23233
40.0,70.0,0,1.04875,23.19419
40.0,70.0,1,0.92447,28.17899
40.0,70.0,2,0.93097,13.73151
40.0,70.0,3,0.89944,25.3514
40.0,70.0,4,0.99284,4.53438
40.0,70.0,5,0.95645,14.02763
40.0,70.0,6,0.9779,4.50074
40.0,75.0,0,1.05296,22.20515
40.0,75.0,1,0.93123,28.24407
40.0,75.0,2,0.94275,12.00367
40.0,75.0,3,0.93885,25.98371
40.0,75.0,4,1.00339,4.83851
